,Unnamed: 0,X,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,ISOcode,duplicated
32,33,55,1423917124,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142828,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea humilis,,SPECIES,Attalea humilis Mart.,BR,"Parque do Estoril, Rodovia RJ-111, ca. 3 km antes de Tinguá. Capoeira/pastagem. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.635278,-43.405833,,,20.0,,,,2016-07-06T00:00:00Z,6.0,7.0,2016.0,7629610,7629610.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142828,8279,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.535Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
33,34,57,1423918454,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1147270,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus cearensis,,SPECIES,Syagrus cearensis Noblick,BR,Serra Grande.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-7.164167,-38.436389,,,,,,,2014-11-26T00:00:00Z,26.0,11.0,2014.0,5293881,5293881.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01147270,8815,A.P. Fontana,2014-11-26T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,A.P. Fontana; F.M.S. Sena,,,2018-12-06T16:55:30.116Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
34,35,59,1423920046,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1152092,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus vagans,,SPECIES,Syagrus vagans (Bondar) A.D.Hawkes,BR,"Divisa com o Município de Várzea nova, Serra da Babilônia, Faz. Bom Jesus, futura área de implantação do Parque Eólico da Serra da Babilônia. Coordenadas aroximadas do indivíduo (WGS84). Savana-estépica arborizada densa.",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-11.084444,-41.314167,,,966.0,,,,2016-04-14T00:00:00Z,14.0,4.0,2016.0,5293858,5293858.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01152092,1597,,,CC_BY_4_0,Rio de Janeiro Botanical Garden,L.J.T. Cardoso; P.R.C. Farag; O. Samor & F.L. Ignácio,,,2018-12-06T16:55:31.123Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
35,36,61,1423921793,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1156932,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,"Estrada do Orbel II, próximo a placa MG-18 (Petrobras). Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.538889,-43.426111,,,904.0,,,,2016-08-02T00:00:00Z,2.0,8.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01156932,8313,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"Haroldo C. de Lima; Pablo J.F.P. Rodrigues, Fernanda F. Negreiros e Ivo P.L. de Souza",,,2018-12-06T16:55:32.070Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
36,37,62,1423921805,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1156930,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,"Orbel II, Rio São Pedro, Recreio, picada para a parcela permanente/interior (PI, PII e PIII). Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.534722,-43.430278,,,902.0,,,,2016-08-02T00:00:00Z,2.0,8.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01156930,8311,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"Haroldo C. de Lima; Pablo J.F.P. Rodrigues, Fernanda F. Negreiros e Ivo P.L. de Souza",,,2018-12-06T16:55:32.130Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
37,38,63,1423921844,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1156931,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris hatschbachii,,SPECIES,Bactris hatschbachii Noblick ex A.J.Hend.,BR,"Orbel II, Rio São Pedro, Recreio, picada para a parcela permanente/interior (PI, PII e PIII). Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.534722,-43.430278,,,902.0,,,,2016-08-02T00:00:00Z,2.0,8.0,2016.0,2732908,2732908.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01156931,8312,D.ALMEIDA-COSTA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"Haroldo C. de Lima; Pablo J.F.P. Rodrigues, Fernanda F. Negreiros e Ivo P.L. de Souza",,,2018-12-06T16:55:31.980Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
38,39,64,1423921869,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1156929,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,,SPECIES,Geonoma pohliana Mart.,BR,"Orbel II, Rio São Pedro, Recreio, picada para a parcela permanente/interior (PI, PII e PIII). Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.534722,-43.430278,,,902.0,,,,2016-08-02T00:00:00Z,2.0,8.0,2016.0,2734352,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01156929,8310,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"Haroldo C. de Lima; Pablo J.F.P. Rodrigues, Fernanda F. Negreiros e Ivo P.L. de Souza",,,2018-12-06T16:55:31.986Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
39,40,65,1423921896,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1157449,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus picrophylla,,SPECIES,Syagrus picrophylla Barb.Rodr.,BR,Morro do Itaoca.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-21.788332999999998,-41.457221999999994,,,137.0,,,,2016-05-19T00:00:00Z,19.0,5.0,2016.0,5293888,5293888.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01157449,1050,P.LEITMAN,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"L.F.A. de Paula; R. G. Barbosa-Silva, R.C. Forzza, L.P. Mauad",,,2018-12-06T16:55:32.174Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
40,41,67,1423923534,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1162874,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,,SPECIES,Geonoma pohliana Glaz. ex Drude,BR,RPPN  Bacchus.  Trilha  da  água.  Trilha  atrás  do  chalé  em  direção  ao  ponto  de  captura  de  água. APA Macaé de Cima,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.377778,-42.487221999999996,,,1259.0,,,,2016-08-12T00:00:00Z,12.0,8.0,2016.0,2734240,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01162874,988,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"P. Rosa; M. Moraes, T. Lima, G. Overney",,,2018-12-06T16:55:32.968Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
41,42,68,1423923586,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1162943,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,,SPECIES,Geonoma pohliana Glaz. ex Drude,BR,RPPN  Bacchus.  Trilha  da  água.  Trilha  atrás  do  chalé  em  direção  ao  ponto  de  captura  de  água. APA Macaé de Cima,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.377778,-42.487221999999996,,,1259.0,,,,2016-08-12T00:00:00Z,12.0,8.0,2016.0,2734240,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01162943,975,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"P. Rosa; M. Moraes, T. Lima, G. Overney",,,2018-12-06T16:55:33.103Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,False
42,43,70,1423926779,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1174504,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Allagoptera,Allagoptera campestris,,SPECIES,Allagoptera campestris Kuntze,BR,Campos rupestres na localidade de lajeado. campos rupestres. Parque Estadual do Rio Preto,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.228333,-43.342222,,,1580.0,,,,2016-03-19T00:00:00Z,19.0,3.0,2016.0,2732027,2732027.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01174504,19089,R.C.FORZZA,2017-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,"G.Martinelli; T.Lima, L.Moraes",,,2018-12-06T16:55:34.782Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
43,44,71,1423926945,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1174620,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,wittigiana,SUBSPECIES,Geonoma pohliana (Glaz. ex Drude) A.J.Hend.,BR,"Macaé de Cima, nascente do Rio das Flores, acima do Sítio Sophronitis. mata atlântica de altitude. APA de Macaé de Cima",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.435833,-42.524722,,,1050.0,,,,2016-08-10T00:00:00Z,10.0,8.0,2016.0,8354219,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01174620,19398,P. Leitman,2016-11-21T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,"G.Martinelli; D.Maurenza, R.Negrão,M.Moraes",,,2018-12-06T16:55:34.766Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
44,45,72,1423927502,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1176379,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,trinervis,SUBSPECIES,Geonoma pohliana subsp. trinervis (Drude & H.Wendl.) A.J.Hend.,BR,"9º distrito de campos Morangaba. Localidade de Aleluia, morro do Pico da Aleluia, região norte da UC. Trilha para o cume da Aleluia. Na borda da trilha, em área de encosta, próximo a um afloramento rochoso. Área que recebe poucas visitas a lazer, não foram vistos sinais de lixo na trilha. Parque Estadual do Desengano",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-21.786111,-41.615833,,,340.0,,,,2016-08-27T00:00:00Z,27.0,8.0,2016.0,7939812,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01176379,1028,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"P. Rosa; C. Baez, T. Lima, D. Maurenza & J. Marins.",,,2018-12-06T16:55:35.326Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
45,46,73,1423927552,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1176436,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,"Mocotó, fazenda da Cica. Mata de baixada a beira da estrada, à esquerda, mata do Urutau Gigante. Área de amortecimento do Parque Estadual do Desengano",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-21.868056,-41.720833,,,25.0,,,,2016-08-29T00:00:00Z,29.0,8.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01176436,1089,P. Leitman,2016-11-22T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,"P. Rosa; C. Baez, T. Lima, D. Maurenza & J. Marins.",,,2018-12-06T16:55:35.263Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
46,47,75,1423927688,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1176843,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus insignis,,SPECIES,Syagrus insignis Becc.,BR,Pico do Desengano. Campos de Altitude na Trilha para o cume. Parque Estadual do Desengano,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-21.897222,-41.910833000000004,,,1620.0,,,,2016-08-25T00:00:00Z,25.0,8.0,2016.0,5293823,5293823.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01176843,890,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Thalis Lima, Patrícia da Rosa, Daniel Maurenza",,,2018-12-06T16:55:35.465Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
47,48,76,1423927753,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1176877,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma elegans,,SPECIES,Geonoma elegans Mart.,BR,Trilha para o Pico da Aleluia. Mata de Galeria no Riacho da Aleluia. Parque Estadual do Desengano,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-21.784167,-41.617222,,,409.0,,,,2016-08-27T00:00:00Z,27.0,8.0,2016.0,2734255,2734255.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01176877,925,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Thalis Lima, Patrícia da Rosa, Daniel Maurenza e João Marins",,,2018-12-06T16:55:35.365Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
48,49,79,1423929578,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1181452,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus insignis,,SPECIES,Syagrus insignis Becc.,BR,Rio Bonito de Macaé de Cima. Serra da Velutina. Entrada pela Reserva Biológica do Matão. APA Macaé de Cima,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.436944,-42.504444,,,1173.0,,,,2016-08-08T00:00:00Z,8.0,8.0,2016.0,5293823,5293823.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01181452,707,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Thalis Lima, Patrícia da Rosa, Marta Moraes, Lucas Moraes, Daniel Maurenza, Raquel Negrão, Girso e Rafael",,,2018-12-06T16:55:36.467Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
49,50,80,1423929704,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1181537,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,Mata de enconsta. Trilha para a Pedra Bicuda. APA Macaé de Cima,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.438055,-42.529722,,,1460.0,,,,2016-08-11T00:00:00Z,11.0,8.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01181537,808,,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Patrícia da Rosa, Daniel Maurenza, Lucas Moraes, Rafael Overney",,,2018-12-06T16:55:36.485Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
50,51,83,1423929782,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1181583,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus insignis,,SPECIES,Syagrus insignis Becc.,BR,Trilha do telefone. Sítio Bacchus (floresta no entorno). APA Macaé de Cima,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.373056,-42.497222,,,1430.0,,,,2016-08-12T00:00:00Z,12.0,8.0,2016.0,5293823,5293823.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01181583,854,P. Leitman,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Gustavo Martinelli, Lucas Moraes, Daniel Maurenza, Rafael Overney",,,2018-12-06T16:55:36.427Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
51,52,84,1423931141,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1182932,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma elegans,,SPECIES,Geonoma elegans Mart.,BR,Reversa Natural Vale. Estrada do Flamengo.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-19.151667,-40.061111,,,50.0,,,,2014-11-28T00:00:00Z,28.0,11.0,2014.0,2734255,2734255.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01182932,791,,,CC_BY_4_0,Rio de Janeiro Botanical Garden,L.M. Versieux; A. Weigang; F.A.L. Magalhães; T.M. Machado,,,2018-12-06T16:55:37.255Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
52,53,89,1423931246,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1182895,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,,SPECIES,Geonoma pohliana Mart.,BR,Reserva Natural Vale. Estrada do Flamengo.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-19.151667,-40.061111,,,50.0,,,,2014-11-28T00:00:00Z,28.0,11.0,2014.0,2734352,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01182895,792,Versieux,2014-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,L.M. Versieux; A. Weigang; F.A.L. Magalhães; T.M. Machado,,,2018-12-06T16:55:37.510Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
53,54,96,1423933353,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1184918,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea compta,,SPECIES,Attalea compta Mart.,BR,"2 Km SE of the city, Fazenda Jaburu (property of Antonio Correa).",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.016667,-46.9,,,675.0,25.0,,,1992-03-29T00:00:00Z,29.0,3.0,1992.0,2732743,2732743.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01184918,4855,,,CC_BY_4_0,Rio de Janeiro Botanical Garden,L.R. Noblick,,,2018-12-06T16:55:38.493Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
54,55,100,1423935804,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1189609,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Lepidocaryum,Lepidocaryum tenue,,SPECIES,Lepidocaryum tenue Mart.,BR,Conglomerado RO_ 41. Subunidade 1. Subparcela 10. Árvore nº 10/F8.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-8.803333,-62.46,,,,,,,2015-05-29T00:00:00Z,29.0,5.0,2015.0,2732630,2732630.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01189609,322,"Medeiros, H.",,CC_BY_4_0,Rio de Janeiro Botanical Garden,"Jacobsen, R. H. F.",,,2018-12-06T16:55:39.953Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
55,56,106,1423937601,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1192868,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,Bairro de Vargem Grande. Zona de amortecimento do PETP. Estrada da Mulher de Pedra.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.378332999999998,-42.831111,,,1079.0,,,,2016-10-06T00:00:00Z,6.0,10.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01192868,1120,P. Leitman & E. Guimarães,2016-11-21T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; Thalis Lima, Lucas Moraes, Fabiano Silva",,,2018-12-06T16:55:40.814Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
56,57,112,1423940890,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1201140,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,"Tinguá, Estrada do Comércio, próximo ao rio Nova estrela. Mata de encosta. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.568056,-43.467778,,,798.0,,,,2016-07-05T00:00:00Z,5.0,7.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01201140,8272,D.ALMEIDA-COSTA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva e W. da Silva,,,2018-12-06T16:55:42.442Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
57,58,115,1423940914,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1201137,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,"Tinguá, Estrada do Comércio, próximo ao rio Nova estrela. Mata de encosta. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.568056,-43.467778,,,798.0,,,,2016-07-05T00:00:00Z,5.0,7.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01201137,8269,D.ALMEIDA-COSTA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva e W. da Silva,,,2018-12-06T16:55:42.543Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,False
58,59,119,1423941685,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1202827,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus glaucescens,,SPECIES,Syagrus glaucescens Becc.,BR,"Propriedade do Sr. Belmiro Gonçaves, margem direita da BR 367 sentido Diamantina - Gouveia. Afloramentos de quartzito. Campo Rupestre.",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.260556,-43.675833000000004,,,1349.0,,,,2015-02-07T00:00:00Z,7.0,2.0,2015.0,5293887,5293887.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01202827,3630,C.N. Fraga,,CC_BY_4_0,Rio de Janeiro Botanical Garden,C.N. Fraga; D.R. Gonzaga; R.C.C. Reis; T.E.C. Meneguzzo,,,2018-12-06T16:55:42.878Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
59,60,132,1423943205,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1206065,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma deversa,,SPECIES,Geonoma deversa Kunth,BR,"Rio Azul (tributário do rio Moa), seringal ""Bom Sossego"".",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-7.75,-73.333333,,,,,,,1985-09-21T00:00:00Z,21.0,9.0,1985.0,2734119,2734119.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01206065,85-070,A. Henderson,2006-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,J. Jangoux; D.G. Campbell; D.F. Coelho; D.M. Frame; J.F. Menezes; P.M. Richardson; J.L. dos Santos & A. Rosas,,,2018-12-06T16:55:43.641Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
60,61,133,1423943206,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1206066,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma deversa,,SPECIES,Geonoma deversa Kunth,BR,"Rio Azul (tributário do rio Moa), seringal ""Bom Sossego"".",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-7.75,-73.333333,,,,,,,1985-09-21T00:00:00Z,21.0,9.0,1985.0,2734119,2734119.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01206066,85-070,A. Henderson,2006-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,J. Jangoux; D.G. Campbell; D.F. Coelho; D.M. Frame; J.F. Menezes; P.M. Richardson; J.L. dos Santos & A. Rosas,,,2018-12-06T16:55:43.673Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,False
61,62,139,1424073388,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:312259,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma maxima,maxima,VARIETY,Geonoma maxima var. maxima,BR,Acima da embocadura do Rio Içana.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,0.466667,-67.333333,,,,,,,1987-10-20T00:00:00Z,20.0,10.0,1987.0,7227408,2734176.0,PRESERVED_SPECIMEN,JBRJ,RB,RB00312259,1752,M.C. Souza,,CC_BY_4_0,Rio de Janeiro Botanical Garden,C. Farney; R.P. de Lima,,,2018-12-06T16:56:50.422Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;MULTIMEDIA_URI_INVALID,BRA,True
