,Unnamed: 0,X,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,ISOcode,duplicated
787,955,2766,94640766,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala telifera,,SPECIES,Licuala telifera Becc.,PG,"Sandaun Province, Bewani",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.025,141.14166699999998,,,0.0,,,,2000-03-19T00:00:00Z,19.0,3.0,2000.0,2736434,2736434.0,UNKNOWN,BRI,PNGplants,86226,,,,CC_BY_4_0,,Barfod A.S.,,,2018-12-23T22:37:14.380Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
788,956,2767,94640777,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala longispadix,,SPECIES,Licuala longispadix Banka & Barfod,PG,"Sandaun Province, Pual River near logging camp (from 1:250,000 topographic map)",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-2.825,141.441667,,,0.0,,,,2000-03-22T00:00:00Z,22.0,3.0,2000.0,2736362,2736362.0,UNKNOWN,BRI,PNGplants,86236,,,,CC_BY_4_0,,Barfod A.S.,,,2018-12-23T22:37:14.443Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
789,957,2772,94640871,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Sakula valley near Bari village, Bogia sub-district.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89952,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.384Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
790,958,2773,94640877,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Sakula valley near Bari village, Bogia sub-district.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89953,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.387Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
791,959,2774,94640885,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Sakula valley near Bari village, Bogia sub-district.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89954,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.389Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
792,960,2775,94640888,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Sakula valley near Bari village, Bogia sub-district.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89955,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.454Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
793,961,2776,94640890,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Sakula valley near Bari village, Bogia sub-district.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89956,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.399Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
794,962,2777,94640893,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Sakula valley near Bari village, Bogia sub-district. Lower Ramu-Atitau Area, Madang District, Territory of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,89957,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.396Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
795,963,2778,94640896,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Sakula valley near Bari village, Bogia sub-district. Lower Ramu-Atitau Area, Madang District, Territory of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,89958,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.451Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
796,964,2779,94640902,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Sakula valley near Bari village, Bogia sub-district. Lower Ramu-Atitau Area, Madang District, Territory of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.266667,144.9,,,30.0,,,,1958-09-23T00:00:00Z,23.0,9.0,1958.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,89959,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.392Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
797,965,2780,94640909,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,Lower Ramu Valley; Madang District; Territory of New Guinea. 1/2 mile N of Josephstaal airstrip.,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.733333,145.083333,,,90.0,,,,1958-09-04T00:00:00Z,4.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89964,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.406Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
798,966,2781,94640911,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,Lower Ramu Valley; Madang District; Territory of New Guinea. 1/2 mile N of Josephstaal airstrip.,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.733333,145.083333,,,90.0,,,,1958-09-04T00:00:00Z,4.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89965,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.389Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
799,967,2782,94640916,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,Lower Ramu Valley; Madang District; Territory of New Guinea. 1/2 mile N of Josephstaal airstrip.,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.733333,145.083333,,,90.0,,,,1958-09-04T00:00:00Z,4.0,9.0,1958.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,89967,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.399Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
800,973,2795,94640982,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Lower Sepik, Angoram area, Territory of New Guinea. ca. 5 miles (8 km) NNW of Angoram along new road being cut towards Tring.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.05,144.05,,,50.0,,,,1959-10-02T00:00:00Z,2.0,10.0,1959.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,92941,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.473Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
801,974,2796,94640986,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Lower Sepik, Angoram area, Territory of New Guinea. ca. 5 miles (8 km) NNW of Angoram along new road being cut towards Tring.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.05,144.05,,,50.0,,,,1959-10-02T00:00:00Z,2.0,10.0,1959.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,92975,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.414Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
802,975,2797,94640990,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Lower Sepik, Angoram area, Territory of New Guinea. ca. 5 miles (8 km) NNW of Angoram along new road being cut towards Tring.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.05,144.05,,,50.0,,,,1959-10-02T00:00:00Z,2.0,10.0,1959.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,92976,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.400Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
803,976,2798,94640993,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Lower Sepik, Angoram area, Territory of New Guinea. ca. 5 miles (8 km) NNW of Angoram along new road being cut towards Tring.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.05,144.05,,,50.0,,,,1959-10-02T00:00:00Z,2.0,10.0,1959.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,92977,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.480Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
804,977,2799,94640995,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala beccariana,,SPECIES,Licuala beccariana Furtado,PG,"Lower Sepik, Angoram area, Territory of New Guinea. ca. 5 miles (8 km) NNW of Angoram along new road being cut towards Tring.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.05,144.05,,,50.0,,,,1959-10-02T00:00:00Z,2.0,10.0,1959.0,2736335,2736335.0,UNKNOWN,CANB,PNGplants,92978,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.400Z,,GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
805,978,2808,94641181,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Near Kaiye village (on Bliri River), Aitape Subdistrict, Sepik District, Terr. of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.183333,142.083333,,,110.0,,,,1961-07-19T00:00:00Z,19.0,7.0,1961.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,97741,,,,CC_BY_4_0,,Darbyshire P.J.,,,2018-12-23T22:37:14.453Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
806,979,2809,94641183,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Near Kaiye village (on Bliri River), Aitape Subdistrict, Sepik District, Terr. of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.183333,142.083333,,,110.0,,,,1961-07-19T00:00:00Z,19.0,7.0,1961.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,97742,,,,CC_BY_4_0,,Darbyshire P.J.,,,2018-12-23T22:37:14.415Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
807,980,2810,94641186,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Near Kaiye village (on Bliri River), Aitape Subdistrict, Sepik District, Terr. of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.183333,142.083333,,,110.0,,,,1961-07-19T00:00:00Z,19.0,7.0,1961.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,97743,,,,CC_BY_4_0,,Darbyshire P.J.,,,2018-12-23T22:37:14.419Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
808,981,2811,94641189,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Near Kaiye village (on Bliri River), Aitape Subdistrict, Sepik District, Terr. of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.183333,142.083333,,,110.0,,,,1961-07-19T00:00:00Z,19.0,7.0,1961.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,97744,,,,CC_BY_4_0,,Darbyshire P.J.,,,2018-12-23T22:37:14.459Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
809,982,2812,94641191,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,Licuala lauterbachii,,SPECIES,Licuala lauterbachii Damm. & K.Schum.,PG,"Near Kaiye village (on Bliri River), Aitape Subdistrict, Sepik District, Terr. of New Guinea.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-3.183333,142.083333,,,110.0,,,,1961-07-19T00:00:00Z,19.0,7.0,1961.0,2736393,2736393.0,UNKNOWN,CANB,PNGplants,97745,,,,CC_BY_4_0,,Darbyshire P.J.,,,2018-12-23T22:37:14.460Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,False
810,983,2813,94645762,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Ingembit village,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-5.641667,141.008333,,,144.0,,,,1967-06-09T00:00:00Z,9.0,6.0,1967.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76573,,,,CC_BY_4_0,,Henty,,,2018-12-23T22:37:14.824Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
811,984,2814,94645766,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Wuroi Oriomo River,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-8.833333,143.166667,,,10.0,,,,1934-01-01T00:00:00Z,,1.0,1934.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76574,,,,CC_BY_4_0,,Brass L.J.,,,2018-12-23T22:37:14.821Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
812,986,2816,94645774,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Lake Daviumbu Middle Fly River,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-7.5833330000000005,141.25,,,,,,,1936-09-01T00:00:00Z,,9.0,1936.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76576,,,,CC_BY_4_0,,Brass L.J.,,,2018-12-23T22:37:14.873Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
813,987,2817,94645779,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Range above Markham Point near Lae,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.758333,147.008333,,,,,,,1960-02-16T00:00:00Z,16.0,2.0,1960.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76577,,,,CC_BY_4_0,,Henty E.E.,,,2018-12-23T22:37:14.879Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
814,988,2818,94645783,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Buang Track above Gabensis,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-7.9166669999999995,147.083333,,,720.0,,,,1955-05-20T00:00:00Z,20.0,5.0,1955.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76578,,,,CC_BY_4_0,,Floyd A.G.,,,2018-12-23T22:37:14.821Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
815,989,2819,94645786,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Hunstein River,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.5,142.666667,,,210.0,,,,1966-07-28T00:00:00Z,28.0,7.0,1966.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76579,,,,CC_BY_4_0,,Hoogland R.D.,,,2018-12-23T22:37:14.872Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
816,990,2820,94645788,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Ridge above Markham Point,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.675,146.925,,,450.0,,,,1964-01-17T00:00:00Z,17.0,1.0,1964.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76580,,,,CC_BY_4_0,,Henty E.E.,,,2018-12-23T22:37:14.879Z,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
817,991,2821,94645792,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Mt Hunstein E Ridge,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-4.5,142.666667,,,1140.0,,,,1966-08-16T00:00:00Z,16.0,8.0,1966.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76581,,,,CC_BY_4_0,,Hoogland R.D.,,,2018-12-23T22:37:14.841Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,False
818,992,2822,94645793,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Lake Kutubu Hegiso,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.425,143.341667,,,750.0,,,,1969-11-23T00:00:00Z,23.0,11.0,1969.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76582,,,,CC_BY_4_0,,Gillison A.,,,2018-12-23T22:37:14.821Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
819,993,2823,94645797,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Kiunga 1 mile N Upper Fly River,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.1666669999999995,141.333333,,,90.0,,,,1967-09-09T00:00:00Z,9.0,9.0,1967.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76583,,,,CC_BY_4_0,,Pullen R.,,,2018-12-23T22:37:14.865Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
820,995,2825,94645809,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Oriomo River,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-8.841667,143.258333,,,21.0,,,,1959-01-17T00:00:00Z,17.0,1.0,1959.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76585,,,,CC_BY_4_0,,Grey E.,,,2018-12-23T22:37:14.879Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
821,996,2826,94645812,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Aseki Patrol Area near Kwaimengu,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-7.3333330000000005,146.166667,,,1140.0,,,,1966-04-23T00:00:00Z,23.0,4.0,1966.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76586,,,,CC_BY_4_0,,Craven L.A.,,,2018-12-23T22:37:14.868Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
822,997,2827,94645818,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Lake Kutubu,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.425,143.341667,,,335.0,,,,1977-05-25T00:00:00Z,25.0,5.0,1977.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76587,,,,CC_BY_4_0,,Katik P.,,,2018-12-23T22:37:14.848Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,False
823,998,2828,94645824,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,Owers Corner 1 mile from Kokoda Trail,c4254a00-cb2b-11d8-bf68-b8a03c50a862,-9.425,147.508333,,,660.0,,,,1972-02-24T00:00:00Z,24.0,2.0,1972.0,5293697,5293697.0,UNKNOWN,BRI,PNGplants,76588,,,,CC_BY_4_0,,Essig F.B.,,,2018-12-23T22:37:14.905Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;BASIS_OF_RECORD_INVALID,PNG,True
824,999,2830,94646444,85312280-f762-11e1-a439-00145eb45e9a,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Linospadix,Linospadix albertisianus,,SPECIES,Linospadix albertisianus (Becc.) Burret,PG,"Mount Bosawi [Bosavi, Tari subprovince.",c4254a00-cb2b-11d8-bf68-b8a03c50a862,-6.5833330000000005,142.833333,,,700.0,,,,1986-08-22T00:00:00Z,22.0,8.0,1986.0,5293697,5293697.0,UNKNOWN,NSW,PNGplants,NSW362769,,,,CC_BY_4_0,,Katik P.,,,2018-12-23T22:37:14.908Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,PNG,True
